Ragione_Sociale,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,classificazione_servizi_finanziari,classificazione_servizi_non_finanziari,classificazione_software_informatica,classificazione_software_rd,Macro_Area_Nord,Macro_Area_Sud_Isole,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
Balbo-Benussi s.r.l.,0.0,0.01013871062631828,0.5858098679040146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cerutti, Salvo e Camanni SPA",0.02040816326530612,0.032066058240797814,0.5867763433682577,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Toso, Nibali e Golgi e figli",0.04081632653061225,0.01657814760655015,0.5849407406229411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brunelleschi-Boccaccio e figli,0.08163265306122448,0.053739245866565435,0.5865622307951371,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Onio e figli,0.0,0.0006354580871645909,0.589417920317087,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Mastandrea-Babato Group,0.2040816326530612,0.08925680281030586,0.6109052748445474,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Saragat SPA,0.08163265306122448,0.0381981764780898,0.5816683738596663,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Schiavone Group,0.18367346938775508,0.13898208175138288,0.5120781936818544,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Vecellio-Juvara SPA,0.4285714285714285,0.20052318803395175,0.6895474751080524,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Palmisano e figli,0.28571428571428564,0.14411792182944247,0.6412448772553729,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Pasolini-Pininfarina SPA,0.08163265306122448,0.06989750828850032,0.5593517577778806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Federico s.r.l.,0.02040816326530612,0.010661452395288748,0.5926339034643033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Argurio e figli,0.7959183673469387,0.36423023085055023,0.40925137896274655,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"Ziani, Leblanc e Mantegna e figli",0.04081632653061225,0.03279725530703042,0.601371645125069,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Treccani s.r.l.,0.061224489795918366,0.06751807938269766,0.5538449293797224,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Poerio, Micca e Sauli s.r.l.",0.061224489795918366,0.03307912868753625,0.601178697830317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Trupiano, Bianchi e Marenzio s.r.l.",0.0,0.00967197220672708,0.5852599487078456,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Romiti, Briccialdi e Boccaccio s.r.l.",0.04081632653061225,0.0394090013445239,0.5803413073775814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pascarella e figli,0.0,0.007545914143884694,0.5972732629230367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Corbo SPA,0.02040816326530612,0.02044793179167349,0.5799667439492519,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Guarato-Perini e figli,0.061224489795918366,0.05688410791766358,0.5564205960689792,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saragat Group,0.061224489795918366,0.03145445804845057,0.5988999499044726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Agostini, Falier e Cuomo s.r.l.",0.22448979591836735,0.23094086302930855,0.4921550333705972,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
"Cavanna, Ferrabosco e Briccialdi SPA",0.26530612244897955,0.22767522650310654,0.48305576818984663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Petrocelli, Pisacane e Cantimori s.r.l.",0.02040816326530612,0.022539769068975295,0.6024031336306065,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Saraceno, Gozzi e Bosurgi SPA",0.2040816326530612,0.11453732401403588,0.5470463939726287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Palazzo-Stefanelli Group,0.6530612244897959,0.29665717584317314,0.7211764205088673,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Salvemini Group,0.08163265306122448,0.045785247019886656,0.617345774793726,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Pertile-Nibali SPA,0.0,0.008240314995418233,0.5863545852503917,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Proietti e figli,0.22448979591836735,0.1047248089252556,0.5596306414457936,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Righi s.r.l.,0.02040816326530612,0.020779429593399415,0.5771690762228007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Totino, Spadafora e Lupo s.r.l.",0.7551020408163265,0.3074936473078784,0.5586314679199226,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"Luciani, Ortese e Tebaldi SPA",0.7959183673469387,0.5348157876731537,0.6776061903827122,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Borghese, Cabrini e Nievo SPA",0.04081632653061225,0.030863054481677556,0.5757939984817352,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Gremese SPA,0.04081632653061225,0.05154379650490589,0.6194288585672235,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Coppola SPA,0.36734693877551017,0.1554388691409243,0.6022568064024487,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
"Nordio, Soffici e Ferragni Group",0.0,0.00017303702892399343,0.5955868958044535,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rossini-Sordi Group,0.0,0.010312903845529579,0.5986479525415886,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Jacuzzi e figli,0.02040816326530612,0.024477349762760617,0.602940990785543,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Micca Group,0.061224489795918366,0.06211342353348801,0.5988760627279573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Iadanza SPA,0.08163265306122448,0.0637439225339294,0.5880095043642738,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Prodi, Comeriato e Parpinel s.r.l.",0.18367346938775508,0.12206776723074286,0.6405459139734513,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Lucarelli-Emo Group,0.2040816326530612,0.09512306610236874,0.5844460557969461,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Branciforte Group,0.0,0.005915892301339661,0.5856904874675113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Zacco, Foletti e Bajamonti e figli",0.08163265306122448,0.05031994920421732,0.6048967451718378,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Gullotta s.r.l.,0.04081632653061225,0.018040134931321675,0.5775627685464405,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Lombardo s.r.l.,0.0,0.007264632622692596,0.5980430056378827,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Napolitano-Cimarosa s.r.l.,0.061224489795918366,0.04907682441864589,0.5641202763442377,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Barese e figli,0.02040816326530612,0.011507031244295994,0.5894836944817521,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bettin, Mascagni e Antelami SPA",0.10204081632653061,0.08799715949127788,0.5355348969646878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Ruggieri SPA,0.061224489795918366,0.04179734484448618,0.5903637043148612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bianchini-Guidone Group,0.10204081632653061,0.10007061539234358,0.6029235555157463,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Rosmini-Ostinelli Group,0.02040816326530612,0.028022160362779238,0.6042435853870662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"Amaldi, Caboto e Zacco Group",0.0,0.0015169843603822118,0.5955509113028408,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Filippelli-Greggio SPA,0.061224489795918366,0.03305473704878997,0.589581178759829,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Pizzo-Stradivari Group,0.08163265306122448,0.04648699793824661,0.598473771222394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Donati-Crespi Group,0.061224489795918366,0.057347978801820014,0.5620765996072451,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Giacometti-Tagliafierro e figli,0.5918367346938774,0.5888040518462275,0.7425684632362164,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Armellini Group,0.02040816326530612,0.02223494011146892,0.5826558079396407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Filangieri-Callegaro s.r.l.,0.24489795918367344,0.22911046545734243,0.47539538909949847,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Cesarotti-Bernetti e figli,0.24489795918367344,0.17682792759164406,0.6207534450976635,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Bellucci e figli,0.12244897959183673,0.08319115022101145,0.6101686082327388,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Vecellio-Garibaldi e figli,0.0,0.0032547704785945404,0.5957642173876213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Caruso, Sgarbi e Sabatini Group",0.04081632653061225,0.0470694440889975,0.59850053151362,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Prada Group,0.16326530612244897,0.1456449800329761,0.5398972226381377,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Giannone-Scarpetta Group,0.0,0.0009322762976803735,0.5892761245452885,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Giannelli-Papafava Group,0.04081632653061225,0.01889054959208613,0.5778872440083145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Tacchini, Maccanelli e Vigorelli e figli",0.0,0.009190272134251387,0.595673421922213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fabbri-Chittolini SPA,0.02040816326530612,0.01257359996145788,0.5953124377413053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gabbana, Muratori e Andreotti SPA",0.04081632653061225,0.03902185806184096,0.5682675317396636,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Bixio-Orsini s.r.l.,0.08163265306122448,0.0411717113160592,0.5772029134492086,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Babati-Germano s.r.l.,0.08163265306122448,0.06494432945295993,0.5528296664114718,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Sermonti Group,0.04081632653061225,0.021556866624362955,0.5935621665028948,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Gilardoni, Parisi e Pirelli Group",0.0,0.0020252523398301527,0.5944634978714881,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Florio e figli,0.04081632653061225,0.025950388186759713,0.6020947627327685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fornaciari-Aldobrandi s.r.l.,0.16326530612244897,0.11739376705707574,0.5287109017288161,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Gasperi Group,0.22448979591836735,0.13892629862872502,0.5987580281188711,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Greco-Michelangeli SPA,0.24489795918367344,0.12853026990133598,0.5387085495551674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Polesel s.r.l.,0.08163265306122448,0.07926671310452958,0.5395080164058882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vivaldi-Taliani s.r.l.,0.04081632653061225,0.025516842828009267,0.5808732217215636,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Goldstein SPA,0.02040816326530612,0.011699101061745754,0.5912870376934755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Giradello, Altera e Moccia e figli",0.08163265306122448,0.051989362572198924,0.6215309704249887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modigliani s.r.l.,0.22448979591836735,0.19248898995623312,0.6792674706733746,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bacosi-Sismondi e figli,0.18367346938775508,0.09969067077061612,0.6113529666030909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malacarne-Mimun SPA,0.8163265306122448,0.5859456864074322,0.5296631174711005,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
"Fioravanti, Torlonia e Badoer e figli",0.0,0.005554445194856803,0.5998772675963342,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Zampa Group,0.04081632653061225,0.03372562563911056,0.5751095519899305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zanazzo e figli,0.0,0.001957526505593515,0.5973886714044664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Accardo, Platini e Coppola s.r.l.",0.0,0.001410319688969641,0.592683184942419,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Lancisi-Golino SPA,0.02040816326530612,0.009484371156498882,0.5974158399804144,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Luciani, Vecoli e Castiglione Group",0.04081632653061225,0.03892359412223813,0.5890106537865774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Segrè, Tamburi e Querini Group",0.9387755102040816,0.8853446803438657,0.04527947631082885,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
"Cainero, Argentero e Palazzo s.r.l.",0.02040816326530612,0.014185391925398885,0.5908074392399875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Muti, Sagnelli e Pastine s.r.l.",0.0,0.011041410781186301,0.5858494967248129,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Zaguri s.r.l.,0.08163265306122448,0.0797721211953039,0.5990133320839484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Fioravanti, Rusticucci e Maspero s.r.l.",0.061224489795918366,0.06308277744667813,0.5805562365201459,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cilibrasi-Galvani SPA,0.22448979591836735,0.1320921496016146,0.554156007054051,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Giradello-Fittipaldi SPA,0.08163265306122448,0.07288603995445554,0.6048043619325103,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"Busoni, Taccola e Impastato SPA",0.08163265306122448,0.043548251275495824,0.5731472146425619,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Traversa, Esposito e Ovadia SPA",0.16326530612244897,0.09559879405437895,0.6037327455915141,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Vidoni e figli,0.061224489795918366,0.02947803180797547,0.5834241997865174,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Barracco SPA,0.0,0.003757987007620576,0.5943722033914195,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Tamburello, Lercari e Fantozzi Group",0.16326530612244897,0.09548946219267397,0.5774112545901472,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Salgari-Castelli Group,0.04081632653061225,0.02036664366184453,0.5883528516532998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persico s.r.l.,0.26530612244897955,0.2414884520922293,0.5534909616473713,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Villadicani-Giunti SPA,0.26530612244897955,0.2369603383573136,0.48368147712775117,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Petrucelli-Tommaseo Group,0.08163265306122448,0.04541026973420834,0.6040267811591117,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Lovato-Grossi Group,0.12244897959183673,0.12285392921618929,0.5687765468553468,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gritti s.r.l.,0.12244897959183673,0.04697479553807082,0.6175809266314117,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Baglioni-Filangieri SPA,0.04081632653061225,0.025858414472886598,0.5721251519694961,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Saffi Group,0.02040816326530612,0.019213262794592127,0.5895095827574607,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Gaggini, Turchetta e Fermi e figli",0.22448979591836735,0.2002793190564082,0.562424538839256,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Moccia, Einaudi e Botta e figli",0.0,0.004866859136868531,0.5891617796203571,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Pagliaro-Lucciano s.r.l.,0.08163265306122448,0.04381449620554406,0.5665725351958442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vercelloni, Polizzi e Caetani SPA",0.061224489795918366,0.05585880265307009,0.5738537387526694,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lattuada s.r.l.,0.04081632653061225,0.017802898754407763,0.5971339168595706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Corradi s.r.l.,0.061224489795918366,0.044144724644917525,0.5808677678441656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Asprucci, Sokolov e Onio Group",0.3061224489795918,0.16643584306366105,0.560025578785808,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Bignardi, Piacentini e Bocca e figli",0.061224489795918366,0.05833622327377832,0.5923224023835963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefanelli Group,0.04081632653061225,0.030602053700432442,0.5980199047874987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sokolov s.r.l.,0.02040816326530612,0.010198017376518414,0.5868888636133202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Amaldi e figli,0.061224489795918366,0.0552726095893511,0.6087141518768255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Ferragamo-Caccioppoli SPA,0.04081632653061225,0.044374229946299276,0.6025200038721521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Monduzzi, Cagnotto e Satriani SPA",0.14285714285714285,0.07988409883637004,0.5839334568487027,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Majewski e figli,0.0,0.007901093964921304,0.5982329084391519,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Filippelli e figli,0.08163265306122448,0.0356895188380454,0.568414862037694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Giannuzzi-Comencini Group,0.08163265306122448,0.05569902663734875,0.6219213107814662,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Versace, Vercelloni e Tosto SPA",0.04081632653061225,0.044631203943117856,0.5782407681720787,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Gasperi-Garobbio Group,0.08163265306122448,0.06593125103523766,0.5489832160451459,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Avogadro, Dellucci e Pratesi Group",0.08163265306122448,0.03451190232597437,0.578336034607221,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
"Tutino, Grimani e Terragni Group",0.061224489795918366,0.06832560488947123,0.6004218438072519,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Villarosa e figli,0.9183673469387754,0.3867434136603265,0.6152058487139269,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Ariosto-Baglioni SPA,0.02040816326530612,0.01270532459854206,0.5938292149544209,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pellico-Doria s.r.l.,0.061224489795918366,0.06793462752074297,0.5806242940549232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Argentero-Carocci e figli,0.061224489795918366,0.04323225498799225,0.6101190192809435,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bosio SPA,0.061224489795918366,0.03522578712494208,0.5677577403789531,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Magrassi-Zoppetto e figli,0.08163265306122448,0.07963293331932815,0.6023185934903839,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Monicelli-Berrè Group,0.14285714285714285,0.09652233316275857,0.6265385371758234,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Bonino, Travaglia e Fieramosca e figli",0.061224489795918366,0.030009862517260007,0.5781317359890858,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Cipolla, Marangoni e Guidone e figli",0.061224489795918366,0.0338674745879698,0.6049745964993919,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Innocenti s.r.l.,0.061224489795918366,0.02849846793928532,0.5838006584624456,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Gioberti-Botta SPA,0.0,0.004531510426222729,0.5947844247846669,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Bonanno, Gregori e Liverotti e figli",0.061224489795918366,0.044842171966096966,0.562872900991232,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Rosiello e figli,0.22448979591836735,0.20591540719081175,0.48702495600039036,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Vercelloni-Giannelli e figli,0.061224489795918366,0.028657893733345565,0.5899589126954444,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Moschino Group,0.16326530612244897,0.10951934040702177,0.5690655721141332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gradenigo, Callegari e Pacillo Group",0.6122448979591836,0.24531661801506643,0.45417014328248256,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"Petrucelli, Luria e Celentano s.r.l.",0.04081632653061225,0.019413139955185642,0.57668904428183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lollobrigida-Bernetti e figli,0.16326530612244897,0.09133832919486032,0.5642979759688148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Schicchi Group,0.5918367346938774,0.4610611062380342,0.607609983650213,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zanazzo SPA,0.2040816326530612,0.1564848451302839,0.5869001494095257,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Nadi e figli,0.04081632653061225,0.05134252304572467,0.5865646048951876,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Pizzo, Boldù e Meucci SPA",1.0,0.6818075275163424,0.689339995901527,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Bernetti-Bassi SPA,0.02040816326530612,0.02835853985682933,0.6062154796212619,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Franscini SPA,0.10204081632653061,0.042531230511942436,0.5980883151609246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sinisi, Disdero e Valguarnera SPA",0.22448979591836735,0.1273991151100695,0.6434173703424447,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Gibilisco, Borgia e Serao e figli",0.02040816326530612,0.023289859752680563,0.5775120757137301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lucciano e figli,0.08163265306122448,0.036135351012626785,0.5875236808289126,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Conti e figli,0.04081632653061225,0.04385820968038793,0.5620753445097663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Giradello-Morpurgo e figli,0.02040816326530612,0.030424656488295353,0.573443836013399,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Ginesio SPA,0.02040816326530612,0.01715861477551298,0.5900953100359181,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Branciforte-Roccabonella s.r.l.,0.02040816326530612,0.02531662920992474,0.5966356229982549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Filippelli, Zamorani e Calvo Group",0.26530612244897955,0.22347326854257074,0.517560923200308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Galeati Group,0.02040816326530612,0.030243868702260184,0.5888879566667765,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sagese-Scotti SPA,0.08163265306122448,0.0320933189443311,0.5895992088147763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casarin Group,0.061224489795918366,0.057862067495862486,0.5856289675288388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Abatantuono, Navone e Bottaro SPA",0.02040816326530612,0.011558886990422401,0.5978003837019492,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"Murri, Lanfranchi e Giolitti s.r.l.",0.10204081632653061,0.07216613715445538,0.6249241995470912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Randazzo-Gualandi Group,0.061224489795918366,0.04923810072890671,0.5581434013388663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Mazzanti-Galvani SPA,0.10204081632653061,0.10134539165170603,0.6359232286611438,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
