Ragione_Sociale,id,cciaa,nat_giuridica,anno_iscrizione_sezione_startup,anno_iscrizione_registro_imprese,anno_inizio_attivit,ateco_2007,settore,attivita,regione,sezione_attivita,classe_addetti,classe_valore_produzione,alto_valore_tecnologico,classe_capitale_sociale,spese_ricerca_sviluppo,prevalenza_femminile,prevalenza_giovanile,prevalenza_straniera,stato_impresa_label,classificazione,provincia,Macro_Area,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
Civaschi-Marcacci SPA,13586,OR,SOCIETA' A RESPONSABILITA' LIMITATA,2022,2022,2022.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,SARDEGNA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,,,,,Attive,software_rd,OR,Sud_Isole,4.0,246174.99,10365.27,0,0,1,0
Sanudo Group,13587,FI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,2222,INDUSTRIA/ARTIGIANATO,C 22 FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE,TOSCANA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,Esclusiva,Forte,NO,Attive,industria,FI,Centro,5.0,502265.44,-15115.88,0,0,0,0
Rizzoli s.r.l.,13588,RE,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,EMILIA-ROMAGNA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Esclusiva,NO,Attive,software_informatica,RE,Nord,39.0,3306708.67,-57413.67,1,1,0,1
Taliani-Scarpetta SPA,13589,SV,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,71122,SERVIZI,M 71 ATTIVITA' DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAU,LIGURIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,servizi_non_finanziari,SV,Nord,3.0,171649.23,-22113.55,0,0,0,0
"Badoglio, Lippomano e Cerutti SPA",13590,TE,SOCIETA' A RESPONSABILITA' LIMITATA,2022,2021,2021.0,1072,INDUSTRIA/ARTIGIANATO,C 10 INDUSTRIE ALIMENTARI,ABRUZZO,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,Forte,NO,NO,Attive,industria,TE,Sud_Isole,5.0,564729.38,17526.2,0,0,1,0
Angeli-Serao Group,13591,MC,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",MARCHE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,MC,Centro,50.0,4570363.0,-578638.53,1,0,1,0
Gasperi Group,13592,PZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",BASILICATA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,PZ,Sud_Isole,3.0,265767.34,21231.36,0,0,1,0
Manacorda e figli,13593,PV,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,266002,INDUSTRIA/ARTIGIANATO,C 26 FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA,LOMBARDIA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,0-100.000 euro,NO,Da 100 a 250mila euro,,NO,NO,NO,Attive,industria,PV,Nord,2.0,216098.94,-29258.42,0,0,1,0
Mascagni-Basadonna Group,13594,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,Non Disponibile,NO,Da 10 a 50mila euro,SI,NO,Forte,NO,Attive,software_informatica,RM,Centro,2.0,130786.48,-2802.65,0,1,0,0
"Schicchi, Aloisio e Peano e figli",13595,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,,NO,NO,NO,Attive,software_informatica,CS,Sud_Isole,5.0,336598.65,29208.92,0,0,1,0
Favata-Serraglio SPA,13596,VT,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,NO,NO,NO,Attive,software_informatica,VT,Centro,4.0,474350.09,-55963.36,1,1,1,0
"Mimun, Fibonacci e Lupo SPA",13597,AV,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CAMPANIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Esclusiva,NO,Attive,software_informatica,AV,Sud_Isole,1.0,112665.69,9259.41,1,0,1,0
"Lopresti, Sandi e Martinelli s.r.l.",13598,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,7211,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,LAZIO,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,0-100.000 euro,SI,Da 1 fino a 5mila euro,SI,Maggioritaria,NO,Maggioritaria,Attive,software_rd,RM,Centro,1.0,117489.76,13434.49,1,1,0,1
"Pagnotto, Petrucci e Salvini e figli",13599,TO,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,5911,SERVIZI,"J 59 ATTIVITA' DI PRODUZIONE, POST-PRODUZIONE E DISTRIBUZIONE CIN",PIEMONTE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,TO,Nord,5.0,630961.34,-97253.45,0,0,0,0
Petrassi Group,13600,PG,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,749099,SERVIZI,"M 74 ALTRE ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",UMBRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,1 euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,PG,Centro,5.0,531507.86,-104137.3,0,0,0,0
Saragat-Avogadro SPA,13601,PR,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,63113,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,EMILIA-ROMAGNA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,PR,Nord,2.0,243946.02,-45077.26,1,1,1,0
Draghi SPA,13602,EN,SOCIETA' A RESPONSABILITA' LIMITATA,2017,2019,2017.0,63113,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,SICILIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,100.001 - 500.000 euro,NO,Da 50 a 100mila euro,,NO,NO,NO,Attive,software_informatica,EN,Sud_Isole,2.0,115983.59,7625.87,0,0,1,0
Bajamonti s.r.l.,13603,MB,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,MB,Nord,42.0,5025316.36,-231350.52,1,1,1,0
Leonardi Group,13604,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,RM,Centro,3.0,186689.65,1473.54,0,0,1,0
"Nadi, Bacosi e Borgia SPA",13605,SI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,TOSCANA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Forte,NO,Attive,software_informatica,SI,Centro,2.0,200629.67,26708.53,0,0,0,0
Pacillo e figli,13606,PI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,71121,SERVIZI,M 71 ATTIVITA' DEGLI STUDI DI ARCHITETTURA E D'INGEGNERIA; COLLAU,TOSCANA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,NO,Forte,NO,Attive,servizi_non_finanziari,PI,Centro,4.0,379617.18,-8407.39,0,1,1,0
"Venturi, Mantegna e Saffi Group",13607,NO,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",PIEMONTE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,NO,Nord,50.0,6170592.53,805092.74,1,1,0,0
"Belletini, Cipolla e Campanella SPA",13608,PR,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,EMILIA-ROMAGNA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_rd,PR,Nord,8.0,958743.42,42585.53,0,0,1,0
Rinaldi-Milanesi s.r.l.,13609,GE,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,620909,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LIGURIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,,Attive,software_informatica,GE,Nord,5.0,351660.62,-35494.46,0,0,0,0
Bataglia-Gullotta SPA,13610,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,749099,SERVIZI,"M 74 ALTRE ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",LAZIO,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,servizi_non_finanziari,RM,Centro,23.0,1325550.88,-186943.2,1,1,1,0
"Pavone, Sinisi e Gualandi s.r.l.",13611,IS,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",MOLISE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Forte,NO,in Scioglimento o Liquidazione,software_informatica,IS,Sud_Isole,3.0,285980.43,-26778.69,0,0,0,0
"Gatto, Modigliani e Donini SPA",13612,FR,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,software_informatica,FR,Centro,10.0,938627.52,100905.87,0,0,0,0
"Marinetti, Olivetti e Giannelli SPA",13613,BO,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2021,2021,2021.0,257312,INDUSTRIA/ARTIGIANATO,C 25 FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E A,EMILIA-ROMAGNA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,Esclusiva,NO,NO,Attive,industria,BO,Nord,3.0,185695.67,-3819.14,0,0,0,0
Zaguri-Giradello SPA,13614,PD,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",VENETO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,,NO,NO,Attive,software_informatica,PD,Nord,1.0,67436.85,-466.67,0,0,1,0
Vergassola e figli,13616,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,5829,SERVIZI,J 58 ATTIVITA' EDITORIALI,LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Esclusiva,NO,Attive,servizi_non_finanziari,MI,Nord,1.0,98589.39,-10389.22,0,0,1,0
Berengario SPA,13617,PG,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",UMBRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Forte,NO,Attive,software_informatica,PG,Centro,1.0,78989.82,-2362.38,0,0,0,0
Boezio-Mozart s.r.l.,13618,RA,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,EMILIA-ROMAGNA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 10 a 50mila euro,SI,Maggioritaria,NO,NO,Attive,software_rd,RA,Nord,14.0,1000471.44,120285.26,0,0,0,0
Perozzo SPA,13620,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,721909,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,LAZIO,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 1 fino a 5mila euro,,NO,Esclusiva,NO,Attive,software_rd,RM,Centro,5.0,472246.84,45833.65,0,0,0,0
"Pisano, Mengolo e Giolitti SPA",13622,CS,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CALABRIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,software_informatica,CS,Sud_Isole,28.0,1430419.26,-133627.04,0,0,1,0
Baresi s.r.l.,13623,AV,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",CAMPANIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Esclusiva,NO,in Scioglimento o Liquidazione,software_informatica,AV,Sud_Isole,11.0,948031.73,-30942.52,0,0,0,0
Capecchi-Bertoni s.r.l.,13624,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Esclusiva,Maggioritaria,Attive,software_informatica,MI,Nord,4.0,469263.34,8529.01,0,1,1,0
Mazzi s.r.l.,13625,GE,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,LIGURIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,GE,Nord,7.0,834322.7,44080.03,0,0,1,1
"Prada, Pizzo e Botticelli s.r.l.",13626,VA,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,software_informatica,VA,Nord,2.0,133022.3,-5487.57,0,0,1,0
Tanzini SPA,13627,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,Maggioritaria,NO,Attive,software_informatica,RM,Centro,1.0,103494.47,15175.85,0,0,1,0
"Galilei, Tagliafierro e Ferrara SPA",13628,UD,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",FRIULI-VENEZIA GIULIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,0-4,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,UD,Nord,5.0,301590.37,-4274.34,0,0,0,0
Oscuro s.r.l.,13629,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,Forte,NO,NO,Attive,software_informatica,RM,Centro,36.0,4069160.14,257429.59,1,1,1,0
Faugno-Gagliano e figli,13630,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,Esclusiva,NO,Forte,Attive,software_informatica,RM,Centro,2.0,176260.93,-621.83,1,1,0,0
"Ariosto, Cainero e Morrocco Group",13632,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2016,2016,2016.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_informatica,MI,Nord,7.0,553185.86,-90926.85,0,0,1,0
"Caccioppoli, Luna e Ostinelli s.r.l.",13633,MI,SOCIETA' A RESPONSABILITA' LIMITATA,2019,2019,2019.0,6312,SERVIZI,J 63 ATTIVITA' DEI SERVIZI D'INFORMAZIONE E ALTRI SERVIZI INFORMA,LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,0-100.000 euro,NO,Da 10 a 50mila euro,SI,Forte,NO,NO,Attive,software_informatica,MI,Nord,42.0,4265259.55,-494872.98,1,1,0,1
Cassarà-Altera e figli,13634,MC,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,2042,INDUSTRIA/ARTIGIANATO,C 20 FABBRICAZIONE DI PRODOTTI CHIMICI,MARCHE,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,,NO,Esclusiva,NO,Attive,industria,MC,Centro,1.0,97868.4,7932.52,0,0,1,0
Borromeo s.r.l.,13636,PS,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6202,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",MARCHE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,,NO,NO,NO,Attive,software_informatica,PU,Centro,3.0,342309.67,7514.29,0,1,1,0
"Togliatti, Chittolini e Quasimodo s.r.l.",13637,AQ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,722,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,ABRUZZO,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,NO,NO,NO,Attive,software_rd,AQ,Sud_Isole,1.0,73448.16,-5515.11,1,1,1,0
Morellato-Finzi SPA,13638,RE,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,325012,INDUSTRIA/ARTIGIANATO,C 32 ALTRE INDUSTRIE MANIFATTURIERE,EMILIA-ROMAGNA,C ATTIVITA' MANIFATTURIERE,Non Disponibile,Non Disponibile,NO,Da 100 a 250mila euro,SI,NO,NO,NO,Attive,industria,RE,Nord,3.0,334863.03,-15972.55,1,1,0,0
Cundari Group,13639,RC,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,7211,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,CALABRIA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,,Forte,NO,NO,Attive,software_rd,RC,Sud_Isole,3.0,174217.49,-685.72,0,0,0,0
"Gualtieri, Costalonga e Fabrizi s.r.l.",13640,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 5 a 10mila euro,SI,Forte,NO,NO,Attive,software_informatica,RM,Centro,1.0,82140.8,9023.75,0,0,1,0
Muratori-Mercati e figli,13641,TE,SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2021,2021,2021.0,323,INDUSTRIA/ARTIGIANATO,C 32 ALTRE INDUSTRIE MANIFATTURIERE,ABRUZZO,C ATTIVITA' MANIFATTURIERE,0-4,Non Disponibile,NO,Da 1 fino a 5mila euro,,NO,NO,NO,Attive,industria,TE,Sud_Isole,2.0,159558.4,-55.01,0,0,0,0
"Sauro, Trentin e Callegari s.r.l.",13643,TO,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",PIEMONTE,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,Esclusiva,Esclusiva,NO,Attive,software_informatica,TO,Nord,2.0,243506.93,-46336.67,0,0,1,0
Stucchi-Mercadante e figli,13645,VA,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,VA,Nord,12.0,1543172.98,226515.74,0,0,0,0
Petrocelli-Seddio SPA,13646,FI,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,722,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,TOSCANA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,Esclusiva,NO,Attive,software_rd,FI,Centro,13.0,1484544.5,-237040.5,1,0,0,0
Golino s.r.l.,13647,RM,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LAZIO,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 1 fino a 5mila euro,SI,NO,NO,NO,Attive,software_informatica,RM,Centro,4.0,298396.62,31706.27,0,0,1,0
"Gucci, Garzoni e Malpighi SPA",13648,BS,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2021.0,6201,SERVIZI,"J 62 PRODUZIONE DI SOFTWARE, CONSULENZA INFORMATICA E ATTIVITA' C",LOMBARDIA,J SERVIZI DI INFORMAZIONE E COMUNICAZIONE,Non Disponibile,Non Disponibile,NO,Da 10 a 50mila euro,SI,Forte,NO,NO,Attive,software_informatica,BS,Nord,5.0,549189.24,64801.57,0,0,0,0
Alfonsi s.r.l.,13650,PZ,SOCIETA' A RESPONSABILITA' LIMITATA,2021,2021,2020.0,7211,SERVIZI,M 72 RICERCA SCIENTIFICA E SVILUPPO,BASILICATA,"M ATTIVITA' PROFESSIONALI, SCIENTIFICHE E TECNICHE",Non Disponibile,Non Disponibile,SI,Da 5 a 10mila euro,,NO,NO,NO,Attive,software_rd,PZ,Sud_Isole,3.0,342408.68,-825.07,0,0,1,0
